,mae_copy,loss,nmse_train,nmse,mse,mae,lossv,nmse_test,nmsev,msev,maev
281911,4.13016556,0.00223467,0.00223467,0.00312006,0.01457104,0.08359336,0.00223405,0.00223405,0.00311888,0.01456300,0.08355359
282011,4.13017998,0.00223413,0.00223413,0.00311933,0.01456448,0.08357328,0.00223351,0.00223351,0.00311814,0.01455644,0.08353354
282111,4.13023138,0.00223359,0.00223359,0.00311858,0.01455784,0.08355291,0.00223297,0.00223297,0.00311739,0.01454981,0.08351320
282211,4.13023450,0.00223304,0.00223304,0.00311782,0.01455136,0.08353288,0.00223242,0.00223242,0.00311663,0.01454334,0.08349319
282311,4.13021928,0.00223250,0.00223250,0.00311707,0.01454477,0.08351262,0.00223188,0.00223188,0.00311589,0.01453673,0.08347291
282411,4.13016866,0.00223196,0.00223196,0.00311631,0.01453834,0.08349318,0.00223134,0.00223134,0.00311513,0.01453032,0.08345349
282511,4.13016806,0.00223142,0.00223142,0.00311555,0.01453172,0.08347309,0.00223080,0.00223080,0.00311437,0.01452370,0.08343344
282611,4.13016316,0.00223087,0.00223087,0.00311480,0.01452503,0.08345258,0.00223025,0.00223025,0.00311362,0.01451702,0.08341296
282711,4.13015219,0.00223033,0.00223033,0.00311406,0.01451860,0.08343244,0.00222971,0.00222971,0.00311288,0.01451060,0.08339285
282811,4.13015756,0.00222979,0.00222979,0.00311332,0.01451203,0.08341227,0.00222918,0.00222918,0.00311214,0.01450403,0.08337270
282911,4.13013102,0.00222926,0.00222926,0.00311256,0.01450558,0.08339211,0.00222864,0.00222864,0.00311138,0.01449759,0.08335258
283011,4.13011526,0.00222872,0.00222872,0.00311182,0.01449914,0.08337219,0.00222811,0.00222811,0.00311064,0.01449115,0.08333268
283111,4.13011692,0.00222819,0.00222819,0.00311107,0.01449256,0.08335199,0.00222757,0.00222757,0.00310989,0.01448458,0.08331251
283211,4.13019751,0.00222765,0.00222765,0.00311032,0.01448632,0.08333154,0.00222703,0.00222703,0.00310915,0.01447834,0.08329209
283311,4.13011973,0.00222711,0.00222711,0.00310957,0.01447976,0.08331160,0.00222649,0.00222649,0.00310839,0.01447179,0.08327218
283411,4.13009703,0.00222658,0.00222658,0.00310884,0.01447315,0.08329165,0.00222596,0.00222596,0.00310766,0.01446519,0.08325226
283511,4.13011203,0.00222604,0.00222604,0.00310812,0.01446670,0.08327180,0.00222542,0.00222542,0.00310695,0.01445874,0.08323244
283611,4.13009972,0.00222550,0.00222550,0.00310734,0.01446036,0.08325172,0.00222488,0.00222488,0.00310617,0.01445241,0.08321239
283711,4.13009681,0.00222496,0.00222496,0.00310661,0.01445395,0.08323194,0.00222435,0.00222435,0.00310544,0.01444600,0.08319264
283811,4.13009884,0.00222443,0.00222443,0.00310587,0.01444744,0.08321189,0.00222381,0.00222381,0.00310470,0.01443950,0.08317261
283911,4.13008398,0.00222390,0.00222390,0.00310514,0.01444103,0.08319256,0.00222329,0.00222329,0.00310397,0.01443309,0.08315331
284011,4.13012149,0.00222339,0.00222339,0.00310445,0.01443546,0.08317370,0.00222277,0.00222277,0.00310328,0.01442753,0.08313448
284111,4.13014391,0.00222286,0.00222286,0.00310373,0.01442905,0.08315407,0.00222225,0.00222225,0.00310256,0.01442113,0.08311488
284211,4.13016454,0.00222234,0.00222234,0.00310300,0.01442294,0.08313515,0.00222173,0.00222173,0.00310183,0.01441502,0.08309598
284311,4.13013977,0.00222181,0.00222181,0.00310225,0.01441646,0.08311511,0.00222120,0.00222120,0.00310107,0.01440853,0.08307587
284411,4.13016555,0.00222129,0.00222129,0.00310151,0.01441015,0.08309606,0.00222067,0.00222067,0.00310034,0.01440223,0.08305685
284511,4.13016407,0.00222076,0.00222076,0.00310076,0.01440381,0.08307644,0.00222015,0.00222015,0.00309959,0.01439589,0.08303725
284611,4.13013914,0.00222023,0.00222023,0.00310004,0.01439771,0.08305668,0.00221962,0.00221962,0.00309887,0.01438980,0.08301752
284711,4.13013401,0.00221971,0.00221971,0.00309932,0.01439148,0.08303775,0.00221910,0.00221910,0.00309815,0.01438358,0.08299862
284811,4.13013830,0.00221917,0.00221917,0.00309860,0.01438504,0.08301748,0.00221856,0.00221856,0.00309743,0.01437714,0.08297838
284911,4.13013371,0.00221865,0.00221865,0.00309786,0.01437873,0.08299772,0.00221804,0.00221804,0.00309669,0.01437083,0.08295865
285011,4.13015330,0.00221813,0.00221813,0.00309713,0.01437252,0.08297785,0.00221752,0.00221752,0.00309596,0.01436464,0.08293881
285111,4.13021017,0.00221761,0.00221761,0.00309644,0.01436662,0.08295863,0.00221700,0.00221700,0.00309527,0.01435874,0.08291961
285211,4.13023557,0.00221709,0.00221709,0.00309570,0.01436027,0.08293919,0.00221648,0.00221648,0.00309453,0.01435239,0.08290020
285311,4.13027973,0.00221658,0.00221658,0.00309499,0.01435404,0.08292008,0.00221597,0.00221597,0.00309382,0.01434617,0.08288112
285411,4.13031371,0.00221606,0.00221606,0.00309425,0.01434788,0.08290051,0.00221545,0.00221545,0.00309309,0.01434001,0.08286158
285511,4.13031534,0.00221553,0.00221553,0.00309353,0.01434158,0.08288127,0.00221493,0.00221493,0.00309237,0.01433372,0.08284237
285611,4.13030139,0.00221501,0.00221501,0.00309281,0.01433524,0.08286164,0.00221440,0.00221440,0.00309165,0.01432738,0.08282276
285711,4.13035790,0.00221450,0.00221450,0.00309212,0.01432909,0.08284247,0.00221389,0.00221389,0.00309096,0.01432124,0.08280363
285811,4.13032664,0.00221397,0.00221397,0.00309138,0.01432252,0.08282282,0.00221336,0.00221336,0.00309021,0.01431465,0.08278373
285911,4.13032120,0.00221346,0.00221346,0.00309068,0.01431624,0.08280408,0.00221285,0.00221285,0.00308951,0.01430838,0.08276502
286011,4.13035440,0.00221294,0.00221294,0.00308997,0.01430992,0.08278500,0.00221233,0.00221233,0.00308880,0.01430206,0.08274597
286111,4.13036201,0.00221243,0.00221243,0.00308924,0.01430376,0.08276596,0.00221182,0.00221182,0.00308808,0.01429591,0.08272696
286211,4.13040241,0.00221192,0.00221192,0.00308855,0.01429766,0.08274726,0.00221131,0.00221131,0.00308739,0.01428981,0.08270829
286311,4.13037153,0.00221140,0.00221140,0.00308782,0.01429141,0.08272816,0.00221079,0.00221079,0.00308665,0.01428357,0.08268921
286411,4.13034743,0.00221089,0.00221089,0.00308711,0.01428549,0.08270875,0.00221028,0.00221028,0.00308594,0.01427765,0.08266983
286511,4.13038633,0.00221038,0.00221038,0.00308639,0.01427943,0.08269032,0.00220977,0.00220977,0.00308523,0.01427160,0.08265142
286611,4.13039928,0.00220987,0.00220987,0.00308566,0.01427321,0.08267147,0.00220927,0.00220927,0.00308450,0.01426538,0.08263260
286711,4.13042491,0.00220936,0.00220936,0.00308496,0.01426704,0.08265210,0.00220875,0.00220875,0.00308380,0.01425923,0.08261326
286811,4.13038975,0.00220883,0.00220883,0.00308422,0.01426088,0.08263205,0.00220823,0.00220823,0.00308306,0.01425307,0.08259324
286911,4.13041798,0.00220832,0.00220832,0.00308351,0.01425475,0.08261293,0.00220771,0.00220771,0.00308235,0.01424695,0.08257415
287011,4.13043189,0.00220785,0.00220785,0.00308289,0.01424951,0.08259641,0.00220725,0.00220725,0.00308174,0.01424171,0.08255766
287111,4.13037220,0.00220734,0.00220734,0.00308216,0.01424334,0.08257707,0.00220674,0.00220674,0.00308101,0.01423554,0.08253835
287211,4.13035031,0.00220684,0.00220684,0.00308147,0.01423727,0.08255817,0.00220623,0.00220623,0.00308031,0.01422948,0.08251947
